id_precio_vinculante_combustible,fecha,id_combustible,id_unidad_medida,id_central_generacion,precio_vinculante_combustibles,fuente,observaciones,es_activo,created_at,updated_at,created_by,archivo_origen,fecha_carga,usuario_carga
81d32526-342f-4a93-8869-9ab4dc0d9bad,2017-10-02,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
1de6ad9f-7974-4ad1-92d8-4f36eadc9c90,2017-10-03,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
96e5d56a-39b1-4afb-966b-d7b3bd720987,2017-10-04,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
9df01afc-c4e8-4894-aadd-feaa4df41778,2017-10-05,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
32b31428-9a7e-430f-91ec-f796a0201f50,2017-10-06,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
b261706e-ca78-4012-b8b1-5f9fa4b9384d,2017-10-07,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
929db5d3-4639-4356-ad5e-f61783bce92f,2017-10-08,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
4bdecef5-361b-41d5-a518-1c164d3ff38d,2017-10-09,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
f4c026fc-cc6c-450d-a903-ced7947ff494,2017-10-10,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
f24d5dd3-770b-4f62-88d7-e1eb5ae33545,2017-10-11,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
b396aa05-2451-4e32-9422-ce6cda5725ed,2017-10-12,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
9a0aea74-c38e-4944-be0a-bb7f73cd5939,2017-10-13,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
5fbba5c6-a58a-423a-8c65-7693a0c783fb,2017-10-14,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
fa295c8b-e752-499b-9dba-8d3430d2fb2f,2017-10-15,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
e091b0aa-625d-4a4e-a717-6e9ad4942bdf,2017-10-16,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
